Player,G,PTS,TRB,AST,FG(%),FG3(%),FT(%),eFG(%),PER,WS
Harry Davis,44,4.0,1.6,0.4,43.6,-,68.9,43.6,10.3,0.3
Hubert Davis,685,8.2,1.5,1.7,45.8,44.1,83.7,53.7,11.8,27.7
Jim Davis,597,6.7,5.2,1.2,46.1,67.4,14.2,19.2
Johnny Davis,750,12.9,2.0,4.5,44.8,17.6,82.1,45.0,14.3,38.5
Josh Davis,67,2.3,1.7,0.3,37.3,32.9,72.4,45.0,11.0,0.8
Lee Davis,453,7.8,4.8,1.0,48.2,18.9,60.7,48.4,15.0,12.7
Mark Davis,33,3.8,1.1,0.4,48.0,10.0,82.4,48.5,15.0,0.7
Mark Davis,230,5.5,3.0,1.3,44.2,24.6,65.5,45.5,11.9,2.3
Mel Davis,190,5.3,4.3,0.9,37.6,70.9,12.0,0.3
Mickey Davis,309,5.0,2.7,1.0,45.5,0.0,83.5,45.5,13.9,8.8
Mike Davis,242,10.1,2.1,1.7,42.4,26.1,76.5,42.5,12.2,5.0
Mike Davis,8,1.8,1.3,0.0,40.0,-,60.0,40.0,21.1,0.1
Monti Davis,2,1.5,2.0,0.0,20.0,-,20.0,20.0,4.5,-0.1
Paul Davis,82,2.6,1.9,0.4,40.2,0.0,73.2,40.2,10.6,0.5
Ralph Davis,150,8.0,1.7,2.8,40.9,67.7,9.3,0.4
Red Davis,3,0.7,1.3,0.3,0.0,100.0,-3.3,-0.1
Ricky Davis,736,13.5,3.5,3.3,44.6,36.1,78.1,48.0,14.7,28.0
Ron Davis,78,5.3,1.8,0.7,42.0,25.0,57.1,42.2,10.7,0.1
Terence Davis,72,72,7.5,7.5,3.3,3.3,1.6,1.6,45.6,45.6,38.8,38.8,86.4,86.4,56.4,56.4,13.8,13.8,3.1,3.1
Terry Davis,480,6.4,6.0,0.6,47.2,15.8,60.5,47.3,10.9,12.1
Tyler Davis,1,0.0,1.0,0.0,0.0,-,-,0.0,0.0,0.0
Walt Davis,325,4.8,4.3,0.7,37.7,69.5,9.5,4.8
Walter Davis,1033,18.9,3.0,3.8,51.1,27.2,85.1,51.6,19.1,76.9
Warren Davis,447,12.2,9.2,2.1,48.0,12.5,69.1,48.0,15.4,29.5
Willie Davis,8,2.3,1.6,0.3,46.7,-,50.0,46.7,16.4,0.0
Andre Dawkins,4,0.8,0.5,0.3,16.7,16.7,-,25.0,-5.0,-0.1
Darryl Dawkins,726,12.0,6.1,1.3,57.2,13.3,68.5,57.2,15.8,46.4
Johnny Dawkins,541,11.1,2.5,5.5,45.6,33.0,85.7,47.4,14.7,21.8
Paul Dawkins,57,5.5,2.2,1.4,47.0,20.0,68.8,47.2,11.0,-0.1
Branden Dawson,6,0.8,0.7,0.0,40.0,-,100.0,40.0,7.1,0.0
Eric Dawson,4,3.8,2.5,0.0,58.3,-,50.0,58.3,14.6,0.1
Jimmy Dawson,21,5.6,1.0,1.5,34.6,14.3,58.1,35.0,9.4,-0.3
Tony Dawson,6,2.8,0.8,0.2,46.7,50.0,100.0,53.3,11.6,0.0
Todd Day,483,12.3,3.4,1.5,40.6,34.5,73.9,46.2,14.1,17.5
Austin Daye,293,5.2,2.6,0.7,40.2,35.1,77.8,46.9,11.6,4.5
Darren Daye,328,6.8,2.6,2.0,49.1,11.8,68.1,49.1,13.9,9.3
Nando De Colo,119,3.8,1.8,1.7,42.9,36.3,83.5,49.1,11.8,2.4
Billy DeAngelis,8,1.3,0.8,1.0,50.0,-,66.7,50.0,3.1,0.1
Dave DeBusschere,875,16.1,11.0,2.9,43.2,69.9,15.5,60.8
Andrew DeClercq,587,4.8,4.2,0.6,50.7,0.0,62.1,50.7,12.1,19.3
Nate DeLong,17,3.8,1.8,0.8,47.6,68.6,21.1,0.8
Joe DePre,119,7.0,1.9,1.6,47.7,20.0,73.5,47.8,7.6,3.0
DeMar DeRozan,68,820,22.1,20.0,5.5,4.4,5.6,3.6,53.1,45.8,25.7,28.2,84.5,82.9,53.5,47.1,21.6,18.2,7.3,67.5
Hank DeZonie,5,3.4,3.6,1.8,24.0,71.4,-,-0.1
Greg Deane,7,1.4,0.9,0.9,18.2,100.0,71.4,22.7,4.5,-0.1
Dewayne Dedmon,44,394,5.8,6.4,5.7,6.0,0.5,0.7,40.0,51.6,20.6,33.3,83.3,73.2,44.3,55.6,9.4,14.7,0.1,17.6
Don Dee,58,5.7,5.0,0.6,35.7,0.0,74.7,35.7,7.0,-0.3
Archie Dees,190,8.1,4.8,0.7,40.2,79.4,13.7,4.8
Terry Dehere,402,8.0,1.5,2.6,41.1,37.8,77.9,47.3,12.7,7.3
Red Dehnert,10,1.4,-,0.0,40.0,33.3,-,0.1
Bryce Dejean-Jones,14,5.6,3.4,1.1,40.6,37.5,52.4,49.3,9.6,0.2
Sam Dekker,200,5.5,3.0,0.8,47.8,28.8,60.6,52.5,12.7,5.4
Vinny Del Negro,771,9.1,2.3,3.2,47.5,35.9,84.0,49.5,13.5,40.6
Malcolm Delaney,127,5.7,1.8,2.8,37.7,30.8,80.5,43.1,8.9,1.1
Bison Dele,413,11.0,6.2,1.1,52.8,14.3,69.1,52.8,16.5,22.8
Carlos Delfino,507,8.1,3.6,1.7,40.1,36.5,75.8,49.4,12.6,22.5
Ángel Delgado,2,1.5,2.0,0.0,20.0,-,50.0,20.0,4.3,0.0
Tony Delk,545,9.1,2.5,1.9,40.8,34.3,76.9,45.9,13.7,19.5
Matthew Dellavedova,57,434,3.1,5.6,1.3,1.8,3.2,3.7,35.4,38.9,23.1,36.8,86.5,83.8,41.4,47.9,8.1,9.8,0.2,10.1
Fennis Dembo,31,1.2,0.7,0.2,33.3,0.0,80.0,33.3,7.8,-0.1
Larry Demic,206,4.7,3.9,0.5,45.9,0.0,58.0,45.9,8.1,1.4
Dell Demps,20,3.0,0.5,0.5,50.0,33.3,76.2,51.2,14.4,0.1
George Dempsey,315,5.0,3.6,2.3,40.7,66.1,12.3,10.8
Luol Deng,902,14.8,6.1,2.3,45.6,33.2,76.9,48.5,15.4,74.0
Kenny Dennard,95,2.8,3.0,1.0,42.9,30.0,64.4,43.5,9.3,1.4
Blaine Denning,1,5.0,4.0,0.0,40.0,100.0,18.9,0.0
Justin Dentmon,8,3.3,1.0,1.3,33.3,14.3,66.7,36.7,3.8,-0.1
Randy Denton,413,11.5,8.6,1.3,47.3,21.4,77.9,47.3,17.3,20.2
Rod Derline,107,4.8,0.8,0.7,41.9,78.6,12.7,0.8
Marcus Derrickson,11,4.2,1.2,0.1,48.5,50.0,80.0,63.6,19.4,0.2
Dave Deutsch,19,1.1,1.1,0.8,16.7,45.0,2.4,-0.5
Corky Devlin,210,7.1,2.1,2.1,36.6,74.2,11.7,3.8
Ernie DiGregorio,312,9.6,2.0,5.1,41.5,90.2,12.2,2.5
Donte DiVincenzo,66,93,9.2,8.0,4.8,4.1,2.3,2.0,45.5,44.5,33.6,31.8,73.3,73.5,53.6,52.8,14.1,13.0,4.3,4.9
Derrick Dial,82,3.1,1.6,0.8,37.2,19.0,67.2,38.6,12.2,0.6
Cheick Diallo,47,180,4.7,5.3,2.8,4.2,0.5,0.4,64.8,59.8,33.3,28.6,87.2,77.2,65.1,60.0,16.5,17.1,1.3,6.3
Hamidou Diallo,46,97,6.9,5.2,3.6,2.7,0.8,0.5,44.6,44.9,28.1,24.7,60.3,60.7,47.3,47.1,9.3,9.6,0.4,1.2
Boris Diaw,1064,8.6,4.4,3.5,49.3,33.6,71.7,52.4,12.9,51.6
Yakhouba Diawara,187,3.5,1.4,0.7,35.7,30.1,65.0,45.0,6.1,1.7
Guillermo Díaz,6,0.8,0.3,0.2,25.0,0.0,60.0,25.0,9.9,0.0
Dan Dickau,300,5.8,1.4,2.5,40.1,34.1,83.1,46.0,12.9,5.9
Kaniel Dickens,19,1.2,0.6,0.1,40.0,33.3,75.0,47.5,9.0,0.1
Henry Dickerson,23,2.0,0.2,0.8,36.6,62.5,6.0,-0.2
Michael Dickerson,212,15.4,2.9,2.6,43.2,40.2,78.4,48.3,13.4,9.6
Clyde Dickey,58,2.8,1.1,0.8,35.0,13.3,76.2,35.5,5.5,-0.8
Derrek Dickey,321,6.1,4.9,1.1,47.0,74.5,13.2,11.1
Dick Dickey,45,2.8,1.8,1.1,29.4,68.1,9.6,0.3
John Dickson,21,1.7,1.6,0.1,35.9,-,61.5,35.9,8.2,0.0
Travis Diener,179,4.8,1.4,2.4,38.8,35.3,84.7,49.5,12.5,5.6
Gorgui Dieng,63,515,7.4,7.9,5.6,6.1,1.2,1.4,45.6,50.0,35.5,34.2,77.2,78.8,53.0,51.8,17.1,16.2,2.9,27.4
Connie Dierking,706,10.0,6.7,1.5,41.7,69.7,13.4,13.3
Coby Dietrick,842,6.1,4.5,2.1,46.2,19.4,73.5,46.3,12.6,27.7
Craig Dill,65,6.8,5.8,0.5,38.3,0.0,67.0,38.3,9.6,0.4
Dwaine Dillard,3,1.3,3.0,0.7,33.3,-,100.0,33.3,7.2,0.0
Mickey Dillard,33,2.2,0.5,1.0,36.7,0.0,65.2,36.7,7.0,-0.2
Bob Dille,57,5.2,-,0.7,19.7,66.7,-,-0.9
Hook Dillon,22,1.6,-,0.2,18.2,72.7,-,-0.4
Byron Dinkins,45,3.4,1.2,2.1,40.6,11.1,87.2,40.9,9.1,0.3
Jackie Dinkins,18,2.5,1.1,0.4,41.5,55.0,13.7,0.1
Harry Dinnel,11,1.7,2.1,0.5,31.6,-,87.5,31.6,4.5,0.0
Bill Dinwiddie,220,4.4,3.3,0.6,36.9,61.0,8.2,-2.2
Spencer Dinwiddie,64,317,20.6,12.9,3.5,2.8,6.8,5.0,41.5,41.0,30.8,31.8,77.8,79.3,47.6,47.9,17.8,15.5,4.8,18.3
Ike Diogu,225,6.0,3.1,0.3,50.9,50.0,78.6,51.0,15.6,6.5
DeSagana Diop,601,2.0,3.7,0.4,42.7,16.7,46.7,42.8,9.8,12.8
Terry Dischinger,652,13.8,5.6,1.8,50.6,75.8,16.3,56.3
Fred Diute,7,1.6,1.9,0.6,9.5,58.3,-2.3,-0.3
Vlade Divac,1134,11.8,8.2,3.1,49.5,23.5,69.2,50.0,17.7,96.4
Juan Dixon,436,8.4,1.9,1.8,41.3,34.1,83.3,46.1,12.8,6.1
Earl Dodd,9,1.7,-,0.7,22.2,60.0,-,-0.3
Michael Doleac,587,4.9,3.3,0.6,43.9,12.5,79.1,43.9,10.8,12.7
Joe Dolhon,77,6.4,1.4,2.3,31.1,73.4,-,3.1
Bob Doll,196,8.4,-,1.4,28.6,66.2,-,10.2
James Donaldson,957,8.6,7.8,0.8,57.1,-,73.2,57.1,13.8,62.3
Luka Dončić,61,133,28.8,24.7,9.4,8.5,8.8,7.3,46.3,44.5,31.6,32.1,75.8,73.7,53.1,51.5,27.6,23.3,8.8,13.7
Bob Donham,273,6.7,3.9,2.6,48.0,50.7,14.1,18.0
Billy Donovan,44,2.4,0.6,2.0,40.4,0.0,81.0,40.4,8.7,-0.1
Harry Donovan,45,5.6,-,0.8,32.7,68.9,-,1.0
Keyon Dooling,728,7.0,1.3,2.2,41.6,34.9,79.9,46.7,11.5,18.5
Aleksandar Đorđević,8,3.1,0.6,0.6,50.0,71.4,80.0,65.6,12.5,0.1
Jacky Dorsey,60,2.4,2.4,0.3,38.9,-,54.4,38.9,8.4,0.3
Joey Dorsey,130,2.6,3.9,0.4,53.4,0.0,37.5,53.4,12.1,2.9
Ron Dorsey,1,4.0,5.0,0.0,25.0,0.0,0.0,25.0,-3.0,-0.1
Tyler Dorsey,104,6.7,2.3,1.3,38.9,35.0,66.9,47.8,10.5,1.0
Luguentz Dort,36,36,6.8,6.8,2.3,2.3,0.8,0.8,39.4,39.4,29.7,29.7,79.2,79.2,46.3,46.3,7.6,7.6,0.8,0.8
Damyean Dotson,48,165,6.7,7.8,1.9,2.6,1.2,1.4,41.4,41.9,36.2,36.1,66.7,72.1,51.6,51.0,10.9,10.9,0.9,3.1
Quincy Douby,143,4.1,1.1,0.7,38.9,31.2,88.4,44.8,9.7,0.0
Bruce Douglas,8,1.8,1.8,2.1,29.2,0.0,0.0,29.2,5.7,-0.2
John Douglas,67,6.7,1.4,2.2,46.1,31.1,66.3,48.5,12.0,0.5
Leon Douglas,456,7.9,6.5,1.1,49.5,0.0,60.1,49.5,11.9,15.2
Sherman Douglas,765,11.0,2.2,5.9,48.4,26.7,67.8,49.5,15.1,32.9
Toney Douglas,394,7.6,2.2,2.3,40.4,35.4,82.4,48.6,13.2,12.1
Chris Douglas-Roberts,222,7.1,2.1,1.1,43.9,32.9,83.1,47.1,11.5,5.4
Sekou Doumbouya,38,38,6.4,6.4,3.1,3.1,0.5,0.5,39.0,39.0,28.6,28.6,67.4,67.4,44.9,44.9,6.2,6.2,-0.3,-0.3
Sonny Dove,222,11.1,6.0,1.0,45.7,22.2,64.7,45.9,14.0,7.2
Jerry Dover,4,2.0,0.0,0.3,33.3,40.0,-,44.4,10.1,0.0
Zabian Dowdell,24,5.0,0.8,2.1,40.8,30.0,94.1,42.0,11.7,-0.1
Bill Downey,3,0.0,-,0.0,0.0,-,-,-0.1
Steve Downing,27,2.4,1.5,0.4,31.8,55.0,9.2,-0.2
Danny Doyle,4,4.0,2.0,0.8,50.0,80.0,22.2,0.1
Milton Doyle,10,3.4,1.8,1.0,27.7,17.4,50.0,31.9,5.2,-0.1
PJ Dozier,29,37,5.8,5.1,1.9,2.0,2.2,1.8,41.4,41.1,34.7,33.3,72.4,71.0,46.8,46.4,11.6,12.0,0.4,0.5
Terry Dozier,9,2.4,1.7,0.3,33.3,0.0,50.0,33.3,5.1,-0.2
Goran Dragić,59,817,16.2,13.9,3.2,3.1,5.1,4.8,44.1,46.4,36.7,36.3,77.6,76.4,52.6,51.9,16.3,17.0,3.5,54.6
Zoran Dragić,16,1.8,0.5,0.3,36.7,21.4,60.0,41.7,8.2,-0.1
Greg Dreiling,474,2.1,2.1,0.4,46.7,33.3,64.9,46.9,7.4,4.0
Bryce Drew,243,4.4,1.2,2.2,38.2,37.1,83.0,45.1,9.6,2.4
John Drew,739,20.7,6.9,1.7,47.0,17.5,74.8,47.1,20.7,68.9
Larry Drew,714,11.4,1.8,5.2,46.7,29.1,79.8,47.5,14.0,24.4
Larry Drew,22,2.9,0.8,2.5,32.9,20.0,66.7,37.2,4.1,-0.5
Clyde Drexler,1086,20.4,6.1,5.6,47.2,31.8,78.8,49.5,21.1,135.6
Nate Driggers,15,2.4,1.5,0.4,30.2,0.0,71.4,30.2,6.8,-0.2
Terry Driscoll,274,4.1,4.1,0.8,41.9,-,69.4,41.9,10.9,5.1
Predrag Drobnjak,278,7.9,3.5,0.8,42.5,34.0,79.9,44.0,12.6,5.6
Ralph Drollinger,6,2.5,3.2,2.3,50.0,-,25.0,50.0,5.3,-0.2
Andre Drummond,57,599,17.7,14.5,15.2,13.8,2.7,1.3,53.3,54.2,14.3,14.6,57.5,46.1,53.6,54.3,22.0,22.1,4.2,60.6
Dennis DuVal,50,1.9,0.6,0.7,36.1,66.7,11.2,0.0
Dick Duckett,34,3.9,1.6,1.4,34.2,88.9,8.0,0.2
Kevin Duckworth,684,11.8,5.8,0.9,46.8,20.8,73.6,46.8,11.9,24.7
Charles Dudley,361,5.3,3.0,3.4,49.7,67.2,14.0,14.0
Chris Dudley,886,3.9,6.2,0.4,41.2,0.0,45.8,41.2,10.7,26.2
Jared Dudley,45,892,1.5,7.4,1.2,3.2,0.6,1.6,40.0,46.4,42.9,39.3,100.0,73.2,55.0,54.9,7.8,12.6,0.8,42.9
Terry Duerod,143,6.7,1.1,1.2,46.2,32.9,67.2,47.5,12.1,1.0
Bob Duffy,17,1.1,-,0.0,21.9,71.4,-,0.0
Bob Duffy,94,4.3,1.1,1.8,39.6,64.9,10.8,0.5
Chris Duhon,606,6.5,2.3,4.4,39.3,36.3,78.4,48.8,10.8,25.0
Duje Dukan,1,6.0,4.0,1.0,20.0,40.0,-,30.0,4.2,0.0
Walter Dukes,553,10.4,11.3,1.1,36.9,70.0,14.4,24.0
Joe Dumars,1018,16.1,2.2,4.5,46.0,38.2,84.3,49.8,15.3,86.2
Rich Dumas,1,2.0,1.0,0.0,20.0,-,-,20.0,-19.4,-0.1
Richard Dumas,102,10.6,3.4,1.1,50.9,23.1,69.4,51.1,15.9,4.5
Tony Dumas,156,7.3,1.3,1.2,40.4,32.7,60.8,45.4,12.0,1.3
Andy Duncan,136,5.5,2.1,0.7,40.8,59.6,-,6.8
Tim Duncan,1392,19.0,10.8,3.0,50.6,17.9,69.6,50.7,24.2,206.4
Mike Dunleavy,438,8.0,1.6,3.9,46.7,33.9,81.0,49.2,14.0,16.1
Mike Dunleavy,986,11.2,4.3,2.2,44.1,37.7,80.3,51.4,13.9,58.5
Kris Dunn,51,227,7.3,8.3,3.6,3.3,3.4,4.2,44.4,42.2,25.9,30.6,74.1,72.6,48.7,45.7,12.1,11.9,2.3,3.9
Pat Dunn,28,2.5,1.1,1.0,31.1,82.4,9.4,-0.1
T.R. Dunn,993,5.1,4.4,1.6,45.7,5.0,72.5,45.7,10.4,39.8
Ronald Dupree,157,3.5,2.2,0.6,42.7,38.5,55.9,43.2,10.2,1.9
Kevin Durant,849,27.0,7.1,4.1,49.3,38.1,88.3,54.2,25.2,141.7
John Duren,201,3.5,1.1,2.0,43.5,12.0,75.0,43.7,6.9,-0.8
Jarrett Durham,1,0.0,0.0,0.0,-,-,-,-,-52.7,0.0
Pat Durham,64,5.0,1.7,0.9,46.9,19.2,66.7,47.9,11.4,0.7
Devin Durrant,63,5.0,2.1,1.3,41.4,0.0,68.9,41.4,8.6,-0.2
Ken Durrett,120,4.0,1.9,0.5,43.4,63.7,10.7,0.6
Trevon Duval,3,1.7,0.3,0.7,66.7,100.0,-,83.3,38.3,0.1
Jack Dwan,60,4.6,-,2.2,31.8,49.3,-,1.2
Craig Dykema,32,1.3,0.4,0.5,45.9,50.0,77.8,48.6,11.1,0.2
Gene Dyker,11,1.5,1.5,0.5,23.1,50.0,0.4,-0.3
Jerome Dyson,9,7.4,2.1,2.0,39.6,12.5,77.8,40.6,11.3,0.1
