Player,G,PTS,TRB,AST,FG(%),FG3(%),FT(%),eFG(%),PER,WS
Wayne Ellington,36,681,5.1,8.0,1.8,2.2,1.2,1.1,35.1,40.8,35.0,37.8,84.6,84.6,49.4,51.3,8.5,11.1,0.4,18.2
Bob Elliott,141,7.0,3.6,1.4,49.4,33.3,64.9,49.6,12.3,3.0
Sean Elliott,742,14.2,4.3,2.6,46.5,37.5,79.9,50.0,13.9,55.7
Bo Ellis,168,3.6,2.9,0.7,43.1,0.0,73.1,43.1,10.2,2.5
Boo Ellis,118,5.1,5.2,0.7,40.2,69.5,12.8,3.1
Dale Ellis,1209,15.7,3.5,1.4,47.9,40.3,78.4,53.6,16.0,84.7
Harold Ellis,145,5.8,2.0,0.6,52.7,4.8,65.3,52.8,16.4,4.6
Joe Ellis,524,8.8,5.1,1.4,39.8,72.7,12.1,5.0
LaPhonso Ellis,624,11.9,6.5,1.6,45.2,30.2,73.0,47.1,14.6,32.8
LeRon Ellis,91,3.0,2.4,0.3,43.3,-,61.3,43.3,11.9,1.2
Leroy Ellis,1048,9.7,8.3,1.3,44.2,72.8,13.2,46.3
Monta Ellis,833,17.8,3.5,4.6,45.1,31.4,77.2,48.0,16.0,41.9
Pervis Ellison,474,9.5,6.7,1.5,51.0,5.0,68.9,51.0,15.2,21.8
Len Elmore,658,6.0,5.1,0.9,41.0,20.0,72.6,41.0,11.5,18.9
Francisco Elson,472,3.7,3.5,0.6,47.8,18.8,70.0,47.9,10.0,11.7
Darrell Elston,77,7.8,2.2,2.6,40.2,16.7,75.2,40.4,8.7,-0.3
Melvin Ely,375,5.3,3.2,0.7,46.0,0.0,62.5,46.0,10.6,4.0
Joel Embiid,51,209,23.0,23.9,11.6,11.5,3.0,3.1,47.7,48.0,33.1,31.9,80.7,79.3,51.2,51.4,25.8,24.8,6.0,22.8
Wayne Embry,831,12.5,9.1,1.4,44.0,64.0,15.1,37.8
Andre Emmett,14,1.4,0.6,0.1,46.2,0.0,61.5,46.2,8.5,0.1
Ned Endress,16,0.9,-,0.3,12.0,53.3,-,-0.1
Chris Engler,195,1.8,2.0,0.2,41.1,-,67.7,41.1,7.2,0.6
Wayne Englestad,11,2.5,1.5,0.6,37.9,-,60.0,37.9,12.4,0.0
A.J. English,151,9.9,2.1,2.1,43.5,13.8,77.8,43.8,11.6,1.1
Alex English,1193,21.5,5.5,3.6,50.7,21.7,83.2,50.7,19.9,100.7
Claude English,18,1.5,1.1,0.3,26.2,71.4,3.8,-0.3
Jo Jo English,50,3.6,1.1,0.9,41.6,34.4,55.6,44.7,6.4,0.0
Kim English,41,2.9,0.9,0.6,37.5,28.0,72.4,43.8,7.9,0.2
Scott English,105,5.6,4.0,1.0,41.4,10.0,77.0,41.4,11.9,0.9
Gene Englund,46,7.8,-,0.9,38.0,79.2,-,4.2
James Ennis,69,347,6.6,6.5,3.6,3.3,0.9,0.9,44.6,45.5,32.5,35.0,80.6,79.5,52.2,53.3,11.5,11.5,2.4,14.1
Tyler Ennis,186,4.2,1.3,1.9,41.9,31.7,76.8,46.3,10.3,1.3
Ray Epps,13,2.0,0.4,0.2,43.5,75.0,7.9,0.1
Semih Erden,69,3.8,2.8,0.4,54.6,-,59.4,54.6,10.1,1.8
Bo Erias,18,8.2,4.6,1.4,34.7,63.8,8.9,-0.1
Keith Erickson,766,9.5,4.5,2.6,43.5,76.9,12.2,25.2
Julius Erving,1243,24.2,8.5,4.2,50.6,29.8,77.7,50.9,23.6,181.1
Evan Eschmeyer,153,2.8,3.9,0.5,46.3,-,62.1,46.3,10.6,4.0
Jack Eskridge,23,2.8,-,0.6,36.2,70.0,-,0.6
Vincenzo Esposito,30,3.9,0.5,0.8,36.0,23.2,79.5,42.5,5.2,-0.6
Drew Eubanks,22,45,4.9,3.3,3.9,2.6,0.7,0.5,64.2,62.4,100.0,100.0,76.9,79.5,64.9,62.9,17.3,16.7,0.8,1.0
Billy Evans,53,1.9,0.7,1.9,36.8,0.0,54.3,36.8,4.1,0.4
Bob Evans,47,3.0,-,1.2,28.0,68.2,-,-0.3
Brian Evans,102,3.7,1.6,0.8,38.1,34.3,82.0,43.0,11.8,1.7
Earl Evans,36,4.4,2.1,1.0,45.0,38.9,57.1,47.5,10.3,0.1
Jacob Evans,29,59,4.4,2.8,1.4,1.1,1.1,0.9,33.6,33.7,33.3,31.5,86.2,83.3,38.4,38.2,5.5,4.8,-0.5,-0.6
Jawun Evans,56,4.2,1.7,2.0,34.5,26.3,77.6,37.3,6.7,-0.4
Jeremy Evans,250,3.5,2.6,0.4,56.9,23.1,68.7,57.3,17.3,8.2
Maurice Evans,562,6.7,2.5,0.7,44.2,36.3,78.5,50.8,11.9,21.7
Mike Evans,591,7.7,1.4,2.6,45.2,30.7,80.7,48.0,12.0,9.3
Reggie Evans,809,4.1,7.1,0.6,46.5,9.1,52.8,46.6,11.7,27.1
Tyreke Evans,594,15.7,4.6,4.8,44.0,32.3,75.7,47.1,17.1,28.4
Daniel Ewing,127,3.4,1.2,1.4,38.9,29.5,78.0,43.3,8.3,0.8
Patrick Ewing,1183,21.0,9.8,1.9,50.4,15.2,74.0,50.5,21.0,126.4
Patrick Ewing,7,0.4,0.3,0.3,0.0,0.0,75.0,0.0,0.6,-0.1
Dante Exum,35,239,4.5,5.7,1.9,1.8,1.1,2.1,47.1,40.7,34.9,30.8,74.4,76.6,53.4,47.4,10.3,8.4,0.4,3.1
Christian Eyenga,51,6.3,2.7,0.8,41.1,27.7,61.1,45.0,8.6,-0.4
Festus Ezeli,170,4.2,4.3,0.4,51.3,-,55.7,51.3,13.4,5.9
Johnny Ezersky,135,7.6,-,1.3,28.8,66.9,-,1.5
