Player,G,PTS,TRB,AST,FG(%),FG3(%),FT(%),eFG(%),PER,WS
Jeff Foote,4,1.0,1.5,0.0,33.3,-,-,33.3,-0.9,-0.1
Bryn Forbes,63,261,11.2,8.9,2.0,1.9,1.7,1.5,41.7,43.1,38.8,40.0,83.3,80.1,54.4,54.0,11.1,10.7,1.5,7.5
Gary Forbes,111,5.8,2.0,0.9,43.4,34.0,70.2,47.8,12.4,1.7
Alphonso Ford,11,3.2,1.8,0.9,30.8,10.0,50.0,31.7,4.4,-0.4
Alton Ford,73,2.5,1.7,0.2,50.7,-,69.7,50.7,9.4,0.8
Bob Ford,9,1.6,1.3,0.4,29.4,-,80.0,29.4,2.8,-0.1
Chris Ford,794,9.2,3.0,3.4,46.0,37.5,73.1,46.9,12.2,35.6
Don Ford,474,6.4,3.6,1.4,46.4,14.3,77.3,46.4,10.8,12.7
Jake Ford,31,4.1,0.6,1.1,46.2,76.4,15.4,0.7
Phil Ford,482,11.6,1.8,6.4,46.7,21.0,82.0,46.9,13.9,23.3
Sharrod Ford,3,1.3,1.0,0.0,66.7,-,-,66.7,0.6,0.0
Sherell Ford,28,3.2,0.9,0.2,37.5,16.0,76.5,40.0,16.4,0.4
T.J. Ford,429,11.2,3.1,5.8,43.3,28.9,81.5,44.8,15.1,16.9
Donnie Forman,44,4.1,-,1.7,29.4,64.2,-,0.8
Bayard Forrest,139,4.1,4.1,2.1,44.9,50.9,10.6,2.7
Joseph Forte,25,1.2,0.7,0.7,23.4,0.0,80.0,23.4,3.2,-0.4
Courtney Fortson,10,3.5,1.5,1.0,34.4,23.1,66.7,39.1,9.9,0.0
Danny Fortson,440,8.2,7.2,0.7,47.2,16.7,78.5,47.2,16.2,22.3
Fred Foster,524,7.8,2.4,1.1,41.4,72.7,10.7,2.9
Greg Foster,656,3.9,2.6,0.5,44.0,22.5,74.8,44.4,8.9,5.6
Jeff Foster,764,4.9,6.9,0.9,49.7,13.0,61.5,49.8,14.2,47.5
Jimmy Foster,89,3.7,1.3,2.1,37.3,7.1,67.3,37.4,5.3,-1.4
Rod Foster,207,7.5,1.2,2.3,44.0,29.8,76.8,46.5,10.9,2.2
Antonis Fotsis,28,3.9,2.2,0.4,40.4,30.4,85.0,43.8,11.3,0.1
Evan Fournier,66,523,18.5,14.1,2.6,2.7,3.2,2.6,46.7,44.9,39.9,37.5,81.8,80.7,56.0,52.8,16.4,13.8,4.6,24.0
Larry Foust,817,13.7,9.8,1.7,40.5,74.1,18.4,74.3
Calvin Fowler,78,4.4,2.2,1.6,45.5,41.2,62.2,46.7,9.1,2.1
Jerry Fowler,6,1.5,1.7,0.3,30.8,25.0,3.8,-0.1
Tremaine Fowlkes,103,2.9,2.2,0.5,40.9,20.0,79.1,41.6,10.1,2.1
De'Aaron Fox,51,205,21.1,16.2,3.8,3.4,6.8,6.1,48.0,45.1,29.2,32.8,70.5,71.8,51.3,48.5,20.6,16.5,4.0,9.1
Harold Fox,10,3.1,0.8,1.0,37.5,87.5,10.0,0.0
Jim Fox,743,9.3,7.4,1.6,47.9,77.0,15.2,41.8
Rick Fox,930,9.6,3.8,2.8,45.0,34.9,77.0,50.1,13.6,44.7
Randy Foye,752,10.3,2.2,2.8,40.1,36.6,85.2,48.2,12.0,23.5
Adonal Foyle,733,4.1,4.7,0.5,47.7,0.0,49.9,47.7,12.3,18.7
Richie Frahm,140,3.6,1.2,0.6,41.1,35.6,81.0,52.1,12.0,2.8
Steve Francis,576,18.1,5.6,6.0,42.9,34.1,79.7,46.3,18.3,54.1
Tellis Frank,264,6.5,3.9,1.0,43.9,0.0,74.1,43.9,10.3,4.0
Nat Frankel,6,2.7,-,0.5,14.8,66.7,-,-0.2
Jamaal Franklin,24,1.8,1.0,0.4,41.5,46.2,100.0,48.8,4.7,0.0
William Franklin,107,6.1,3.7,0.6,41.5,25.0,60.1,41.7,11.3,0.2
Ronald Franz,403,11.7,5.3,1.7,44.7,27.9,70.3,45.4,14.2,18.1
Melvin Frazier,19,29,2.1,1.9,0.5,0.5,0.2,0.1,44.1,40.0,50.0,36.4,50.0,37.5,55.9,47.3,9.8,7.5,0.2,0.0
Michael Frazier,13,13,2.1,2.1,0.8,0.8,0.2,0.2,24.1,24.1,17.4,17.4,64.3,64.3,31.0,31.0,-0.9,-0.9,-0.2,-0.2
Tim Frazier,27,272,3.6,5.0,1.2,2.3,3.4,4.0,36.2,40.8,33.3,32.9,79.2,73.5,41.5,45.9,9.8,11.8,0.1,6.7
Walt Frazier,825,18.9,5.9,6.1,49.0,0.0,78.6,49.0,19.1,113.5
Will Frazier,153,9.8,7.1,1.1,41.5,50.0,61.0,41.5,14.8,4.6
Anthony Frederick,147,4.9,1.9,0.9,43.9,27.3,69.9,44.3,12.3,0.7
Jimmer Fredette,241,6.0,1.0,1.4,40.9,37.2,87.9,48.4,12.5,2.2
World B. Free,886,20.3,2.7,3.7,45.6,33.7,75.3,46.3,18.8,67.7
Joel Freeland,151,3.2,3.4,0.4,45.9,0.0,72.8,45.9,11.1,3.2
Donnie Freeman,648,18.9,3.5,3.5,45.6,15.1,80.0,45.7,18.2,58.0
Gary Freeman,52,3.2,2.0,0.7,51.5,72.5,15.0,1.2
Rod Freeman,35,3.0,1.5,0.4,37.9,68.3,10.9,0.0
Matt Freije,42,3.2,2.0,0.6,29.3,22.4,71.4,34.0,4.6,-0.6
Frido Frey,23,3.8,-,0.6,28.9,57.1,-,1.2
Larry Friend,44,4.0,2.4,1.1,32.7,65.9,7.7,-0.4
Pat Frink,48,2.6,0.9,1.1,34.0,79.3,7.9,-0.5
Jim Fritsche,84,3.9,3.0,0.9,30.9,73.8,7.7,-1.6
Channing Frye,890,8.7,4.5,1.0,44.0,38.8,82.2,51.9,13.3,38.9
Bernie Fryer,120,6.3,1.9,3.0,44.7,0.0,78.6,44.7,11.9,2.0
Frank Fucarino,28,5.0,-,0.3,26.8,56.7,-,0.4
Herm Fuetsch,42,2.6,-,0.4,30.0,62.5,-,0.9
Joe Fulks,489,16.4,5.3,1.2,30.2,76.6,10.8,29.2
Carl Fuller,76,5.7,4.7,0.8,45.6,0.0,60.0,45.6,10.1,1.3
Hiram Fuller,4,2.0,2.8,0.5,37.5,-,33.3,37.5,3.6,-0.1
Todd Fuller,225,3.7,3.0,0.2,42.2,0.0,66.8,42.2,10.3,2.2
Tony Fuller,15,4.0,2.8,1.9,36.4,0.0,75.0,36.4,6.9,-0.1
Markelle Fultz,72,105,12.1,10.7,3.3,3.3,5.1,4.6,46.5,45.2,26.7,26.7,73.0,67.7,48.8,47.1,14.3,13.5,2.7,3.2
Lawrence Funderburke,318,6.4,3.6,0.6,50.6,11.8,67.5,50.6,16.4,12.9
Terry Furlow,239,10.7,2.1,2.4,45.9,29.3,86.2,46.5,16.2,7.3
