Player,G,PTS,TRB,AST,FG(%),FG3(%),FT(%),eFG(%),PER,WS
Jimmy Carruth,4,1.3,1.0,0.0,66.7,-,100.0,66.7,9.7,0.0
Anthony Carter,623,4.8,2.1,3.8,40.4,25.0,70.6,42.3,10.8,10.4
Butch Carter,361,8.7,1.5,1.9,47.5,30.7,78.8,48.5,12.7,8.5
Fred Carter,611,15.2,3.9,3.5,42.5,69.3,14.0,14.8
George Carter,479,18.1,6.8,2.0,44.5,30.1,81.3,44.9,15.1,24.3
Howard Carter,66,5.3,1.3,1.1,44.0,22.7,77.4,44.7,10.3,0.0
Jake Carter,24,3.4,-,1.0,30.7,67.9,-,0.7
Jevon Carter,58,97,4.9,4.7,2.0,1.9,1.4,1.6,41.6,36.7,42.5,38.7,85.2,83.1,54.3,47.9,11.3,10.0,1.8,1.8
Maurice Carter,10,4.2,1.1,0.4,31.4,36.4,80.0,37.1,5.8,0.0
Reggie Carter,135,3.5,1.2,1.5,38.8,0.0,77.2,38.8,9.1,0.4
Ron Carter,59,3.0,1.1,0.6,42.9,-,62.3,42.9,8.0,-0.2
Vince Carter,60,1541,5.0,16.7,2.1,4.3,0.8,3.1,35.2,43.5,30.2,37.1,79.3,79.8,45.2,48.9,7.5,18.6,-0.2,125.3
Wendell Carter,43,87,11.3,10.8,9.4,8.2,1.2,1.5,53.4,50.8,20.7,19.7,73.7,76.1,54.2,51.7,15.5,15.4,3.3,5.2
Michael Carter-Williams,45,360,7.2,10.4,3.3,4.4,2.4,4.4,42.7,40.2,29.3,25.6,83.2,71.3,46.9,42.7,15.3,13.9,1.9,7.1
Bill Cartwright,963,13.2,6.3,1.4,52.5,0.0,77.1,52.5,15.2,72.8
Jay Carty,28,2.7,2.1,0.4,38.2,72.7,10.1,-0.1
Alex Caruso,64,126,5.5,5.7,1.9,2.0,1.9,2.2,41.2,42.6,33.3,36.2,73.4,75.0,48.1,49.2,10.8,11.0,2.3,3.8
Cornelius Cash,6,3.5,2.7,0.2,39.1,50.0,12.0,0.0
Sam Cash,7,2.9,2.7,0.0,22.2,-,70.6,22.2,3.2,-0.1
Sam Cassell,993,15.7,3.2,6.0,45.4,33.1,86.1,48.0,19.5,87.5
Omri Casspi,588,7.9,4.0,1.1,45.4,36.8,67.8,52.0,13.0,19.6
Harvey Catchings,725,3.2,5.0,0.8,43.5,0.0,64.7,43.5,9.6,21.2
Terry Catledge,515,12.7,6.4,0.9,48.5,9.4,65.4,48.5,14.1,20.9
Sid Catlett,9,0.7,0.4,0.1,22.2,22.2,-1.4,-0.2
Kelvin Cato,541,5.5,5.3,0.5,50.7,7.7,64.4,50.7,14.4,28.6
Bobby Cattage,78,3.1,1.4,0.1,40.4,14.3,76.5,40.6,10.2,0.3
Willie Cauley-Stein,54,349,7.2,9.6,5.8,6.3,1.3,1.6,57.9,53.9,0.0,21.1,60.6,61.1,57.9,54.0,17.0,17.0,2.9,20.3
Troy Caupain,4,2.5,0.8,1.0,50.0,66.7,-,62.5,30.7,0.1
Duane Causwell,541,4.9,4.2,0.4,50.7,28.6,61.8,50.8,11.7,15.8
Tyler Cavanaugh,50,3.8,2.7,0.6,43.2,35.1,82.6,53.4,12.4,1.2
Ron Cavenall,58,1.4,2.9,0.3,33.7,-,54.5,33.7,4.2,-0.2
Cedric Ceballos,609,14.3,5.3,1.2,50.0,30.9,75.3,51.8,19.3,40.4
John Celestand,16,2.3,0.7,1.3,33.3,22.2,83.3,35.6,2.7,-0.1
Al Cervi,202,7.9,1.8,3.2,35.9,83.9,21.0,21.9
Lionel Chalmers,36,3.1,0.9,1.4,33.6,24.5,62.5,38.4,6.5,-0.2
Mario Chalmers,646,8.9,2.5,3.7,41.7,35.1,79.3,49.8,12.7,32.3
Bill Chamberlain,78,5.3,2.5,1.4,41.0,25.0,65.2,41.3,10.6,0.5
Wilt Chamberlain,1045,30.1,22.9,4.4,54.0,51.1,26.1,247.3
Jerry Chambers,320,8.3,3.2,0.8,44.0,20.0,77.4,44.0,13.2,5.2
Tom Chambers,1107,18.1,6.1,2.1,46.8,30.7,80.7,47.6,16.5,79.0
Mike Champion,2,0.0,0.0,0.0,0.0,0.0,-,0.0,-43.7,-0.1
Tyson Chandler,26,1160,1.3,8.2,2.5,9.0,0.2,0.8,77.8,59.7,-,0.0,46.2,64.4,77.8,59.7,10.8,16.1,0.6,102.1
Wilson Chandler,35,676,5.9,12.5,4.1,5.3,1.1,1.8,40.4,44.3,30.6,34.1,87.0,77.0,50.5,50.2,7.4,12.8,0.7,29.0
Don Chaney,790,8.4,4.0,2.2,43.6,20.0,77.6,43.7,11.6,36.3
John Chaney,16,4.4,-,1.3,29.1,69.0,-,-0.1
Rex Chapman,666,14.6,2.5,2.7,43.0,35.0,80.0,47.7,13.9,24.7
Wayne Chapman,206,7.0,2.5,1.5,38.3,25.7,69.1,39.3,8.8,1.1
Len Chappell,670,9.3,5.1,0.8,45.2,-,69.7,45.2,15.6,21.9
Ken Charles,322,8.5,2.0,2.5,44.1,78.9,11.9,9.8
Lorenzo Charles,36,3.4,1.1,0.2,55.7,-,66.7,55.7,11.5,0.5
Joe Chealey,4,5,0.5,0.8,0.0,0.0,0.3,0.4,0.0,10.0,0.0,0.0,100.0,100.0,0.0,10.0,-2.9,-1.9,-0.1,-0.1
Calbert Cheaney,825,9.5,3.2,1.7,46.6,29.8,69.1,48.0,11.0,23.1
Zylan Cheatham,4,4,3.0,3.0,2.3,2.3,0.8,0.8,66.7,66.7,0.0,0.0,-,-,66.7,66.7,6.7,6.7,0.0,0.0
Maurice Cheeks,1101,11.1,2.8,6.7,52.3,25.5,79.3,52.6,16.5,103.5
Phil Chenier,578,17.2,3.6,3.0,44.4,40.0,80.6,44.5,15.3,39.3
Will Cherry,8,1.9,0.6,1.0,26.3,22.2,50.0,31.6,5.8,0.0
Derrick Chievous,154,7.1,2.4,0.7,44.3,24.2,75.5,44.8,11.8,2.7
Pete Chilcutt,584,4.3,3.3,0.8,44.1,38.1,69.6,48.1,11.9,10.6
Josh Childress,391,9.1,4.7,1.6,52.2,32.9,77.9,54.2,15.6,25.7
Randolph Childress,51,2.4,0.5,1.0,32.8,27.3,80.0,40.3,5.9,-0.2
Chris Childs,541,6.9,2.4,4.9,40.3,34.4,81.6,46.1,11.2,22.9
Chris Chiozza,28,35,5.1,4.2,1.9,1.6,3.0,2.5,39.3,38.5,37.5,37.7,100.0,100.0,48.9,48.3,12.0,11.6,0.5,0.5
Leroy Chollet,63,2.9,1.1,0.8,29.1,62.7,-,0.2
Jim Chones,788,12.5,8.2,1.6,47.8,0.0,68.0,47.8,13.9,45.8
Marquese Chriss,59,256,9.3,8.0,6.2,4.9,1.9,1.1,54.5,45.6,20.5,29.0,76.9,66.9,55.6,50.1,19.5,13.4,3.4,5.7
Fred Christ,6,3.3,1.3,1.2,27.8,90.9,16.7,0.1
Cal Christensen,291,5.2,5.5,1.6,33.0,60.6,11.8,8.2
Bob Christian,248,3.8,4.1,0.8,48.5,-,70.4,48.5,12.3,5.7
Doug Christie,827,11.2,4.1,3.6,42.6,35.4,82.1,47.9,14.6,55.7
Dionte Christmas,31,2.3,1.2,0.3,35.5,29.0,75.0,42.7,11.1,0.3
Rakeem Christmas,30,2.1,1.9,0.1,46.7,-,72.4,46.7,11.0,0.5
Semaj Christon,64,2.9,1.4,2.0,34.5,19.0,54.8,37.2,5.7,0.1
Patrick Christopher,4,1.5,1.5,0.0,25.0,0.0,-,25.0,-2.6,-0.1
Stephen Chubin,226,12.8,3.8,3.9,39.8,19.6,82.0,40.1,14.7,12.6
Robert Churchwell,4,1.5,0.8,0.3,37.5,-,-,37.5,1.2,-0.1
Archie Clark,725,16.3,3.3,4.8,48.0,76.9,16.4,64.7
Carlos Clark,93,2.4,0.9,0.7,40.7,0.0,80.3,40.7,9.5,0.6
Earl Clark,261,4.4,3.0,0.5,40.3,32.8,66.4,43.9,10.2,2.9
Gary Clark,42,93,3.7,3.3,2.6,2.4,0.4,0.4,40.6,36.6,35.1,32.1,90.0,94.1,55.3,50.7,10.7,9.9,1.2,2.1
Ian Clark,330,5.6,1.3,1.2,43.9,34.0,80.4,51.3,10.3,4.4
Keon Clark,353,8.2,5.9,0.9,50.0,5.3,64.5,50.0,15.4,18.2
Richard Clark,58,6.2,2.4,1.7,29.6,5.6,67.5,29.7,4.3,-0.1
Brandon Clarke,58,58,12.1,12.1,5.9,5.9,1.4,1.4,61.8,61.8,35.9,35.9,75.9,75.9,64.2,64.2,20.9,20.9,5.0,5.0
Coty Clarke,3,2.0,0.3,0.0,50.0,100.0,-,75.0,23.9,0.0
Jordan Clarkson,71,453,15.2,14.8,2.6,3.1,1.9,2.6,45.4,44.6,36.8,34.2,83.6,81.8,54.2,50.5,17.3,15.6,3.4,13.9
Gian Clavell,7,2.9,1.0,0.4,33.3,40.0,100.0,50.0,7.4,0.1
Victor Claver,80,3.2,2.2,0.7,39.8,29.3,58.5,46.6,7.5,0.2
John Clawson,70,4.7,2.8,0.7,47.6,-,68.5,47.6,7.0,1.3
Charles Claxton,3,0.7,0.7,0.0,50.0,-,0.0,50.0,0.2,0.0
Nicolas Claxton,15,15,4.4,4.4,2.9,2.9,1.1,1.1,56.3,56.3,14.3,14.3,52.4,52.4,57.3,57.3,14.8,14.8,0.5,0.5
Speedy Claxton,334,9.3,2.5,4.3,40.9,19.3,76.2,41.7,14.5,14.2
Jim Cleamons,652,8.3,3.0,3.9,46.0,22.6,76.5,46.1,12.6,29.1
Mateen Cleaves,167,3.6,1.0,1.9,38.9,26.7,72.8,39.9,8.5,-0.8
Barry Clemens,790,6.7,3.2,1.1,45.4,75.6,12.4,18.6
Chris Clemons,33,33,4.9,4.9,0.9,0.9,0.8,0.8,40.1,40.1,34.6,34.6,90.9,90.9,53.2,53.2,13.1,13.1,0.4,0.4
Antonius Cleveland,11,28,1.0,1.2,0.6,0.8,0.1,0.1,28.6,34.3,0.0,42.9,60.0,63.6,28.6,38.6,2.5,4.0,-0.1,-0.1
Nat Clifton,544,10.0,8.2,2.5,36.1,63.3,14.2,15.0
Bill Closs,186,9.0,5.0,1.9,31.5,71.8,10.4,7.1
Keith Closs,130,3.9,2.9,0.3,47.1,0.0,60.6,47.1,14.2,1.9
Paul Cloyd,7,2.7,-,0.3,26.9,62.5,-,-0.1
Bob Cluggish,54,4.4,-,0.4,26.1,57.1,-,1.1
Ben Clyde,25,2.8,1.6,0.2,43.1,77.8,11.3,0.2
Amir Coffey,18,18,3.2,3.2,0.9,0.9,0.8,0.8,42.6,42.6,31.6,31.6,54.5,54.5,48.1,48.1,8.5,8.5,0.1,0.1
Richard Coffey,52,1.3,1.5,0.1,37.3,0.0,54.5,37.3,7.9,0.2
Fred Cofield,50,3.4,1.0,1.7,39.5,18.8,60.0,40.3,7.7,-0.5
John Coker,25,1.6,1.2,0.1,40.9,-,83.3,40.9,8.9,0.1
Norris Cole,360,7.0,2.0,2.7,40.7,32.4,74.3,44.9,9.2,3.0
Ben Coleman,227,6.6,4.1,0.6,51.6,0.0,75.9,51.6,12.3,5.0
Derrick Coleman,781,16.5,9.3,2.5,44.7,29.5,76.9,46.2,18.0,64.3
E.C. Coleman,357,7.2,6.0,1.3,46.4,69.4,10.0,12.8
Jack Coleman,633,10.6,9.2,2.8,41.6,69.5,15.7,47.7
Norris Coleman,29,5.3,2.8,0.4,34.6,50.0,55.6,34.8,6.6,-0.4
Bimbo Coles,852,7.8,2.1,3.9,42.5,26.7,81.1,44.7,12.1,27.4
Jason Collier,151,5.6,2.9,0.3,45.5,35.0,73.8,46.0,11.7,1.9
Art Collins,29,3.2,1.4,0.9,35.4,0.0,66.7,35.4,4.3,-0.4
Don Collins,303,9.8,2.8,1.8,48.5,6.9,74.9,48.5,14.5,10.5
Doug Collins,415,17.9,3.2,3.3,50.1,0.0,83.3,50.1,16.1,38.0
James Collins,23,2.6,0.6,0.1,38.2,45.0,57.1,46.4,15.3,0.0
Jarron Collins,542,3.9,2.9,0.8,45.5,0.0,69.9,45.5,9.4,15.7
Jason Collins,735,3.6,3.7,0.9,41.1,20.6,64.7,41.2,7.0,20.1
Jimmy Collins,74,3.8,0.9,0.9,41.4,80.4,12.2,0.6
John Collins,41,176,21.6,16.2,10.1,8.8,1.5,1.6,58.3,57.1,40.1,36.9,80.0,75.7,63.2,60.4,23.5,21.0,4.9,16.4
Mardy Collins,189,3.9,1.8,1.7,38.0,29.9,59.9,40.5,7.9,-1.6
Sherron Collins,20,0.9,0.3,0.4,28.0,20.0,100.0,32.0,3.6,-0.2
Zach Collins,11,154,7.0,5.7,6.3,4.0,1.5,0.9,47.1,44.4,36.8,32.4,75.0,72.2,52.2,49.8,9.9,10.8,0.3,3.9
Kyle Collinsworth,32,3.2,3.3,1.8,38.4,23.5,52.5,40.4,10.0,0.5
Darren Collison,708,12.5,2.7,5.0,47.1,39.4,85.3,51.7,16.2,49.9
Nick Collison,910,5.9,5.2,1.0,53.4,20.8,72.3,53.6,13.2,44.5
Joe Colone,15,5.5,-,0.6,31.0,68.4,-,0.1
Bonzie Colson,8,4.9,3.8,0.4,33.3,23.8,88.9,39.7,12.9,0.2
Sean Colson,13,1.2,0.5,0.8,25.0,20.0,50.0,27.1,6.8,-0.1
Steve Colter,526,6.3,2.0,2.8,44.8,28.9,77.8,46.1,12.9,17.3
Glen Combs,465,16.5,2.6,3.5,43.3,36.7,81.0,47.4,14.2,34.3
Leroy Combs,48,4.5,1.2,0.8,49.7,0.0,61.5,49.7,13.5,0.4
John Comeaux,23,3.3,1.2,0.5,42.9,-,71.9,42.9,10.3,0.4
Dallas Comegys,142,6.0,3.2,0.7,45.7,0.0,68.2,45.7,10.7,1.1
Larry Comley,12,2.1,1.6,1.0,21.6,56.3,5.6,-0.3
Jeffrey Congdon,306,6.5,2.0,3.3,37.7,28.5,79.9,40.2,8.6,6.3
Gene Conley,351,5.9,6.3,0.6,37.1,65.7,10.2,5.1
Larry Conley,1,2.0,0.0,0.0,25.0,-,-,25.0,-11.4,0.0
Mike Conley,47,835,14.4,14.9,3.2,3.0,4.4,5.6,40.9,43.9,37.5,37.5,82.7,81.9,49.4,49.8,14.1,17.5,2.5,73.9
Ed Conlin,486,10.1,4.8,2.0,37.0,75.0,13.0,14.2
Marty Conlon,379,6.5,3.5,1.0,49.8,20.0,73.5,50.2,13.2,8.9
Pat Connaughton,67,283,5.4,4.8,4.2,2.8,1.6,1.3,45.5,44.3,33.1,34.4,77.5,79.0,54.7,53.7,11.5,11.2,3.4,10.1
Jimmy Conner,24,4.4,1.2,1.6,48.8,0.0,75.9,48.8,12.2,0.3
Lester Conner,687,6.3,2.7,3.9,45.3,20.2,75.3,45.6,14.1,28.6
Chuck Connors,53,4.5,-,0.8,25.2,47.1,-,-0.3
Will Conroy,16,0.4,0.7,1.0,13.6,0.0,12.5,13.6,-3.1,-0.4
Anthony Cook,116,3.6,3.7,0.3,43.9,0.0,52.4,43.9,11.0,1.0
Bert Cook,37,3.2,1.9,0.9,31.6,68.0,8.5,0.0
Bobby Cook,51,11.5,-,3.1,35.8,79.0,-,1.9
Brian Cook,421,5.5,2.6,0.6,43.9,38.2,78.3,50.2,13.1,10.2
Daequan Cook,328,6.4,2.1,0.7,36.9,35.9,81.3,47.6,9.1,4.9
Darwin Cook,612,9.5,2.1,3.7,45.3,19.6,76.4,45.8,13.8,22.9
Jeff Cook,518,5.3,4.5,1.4,46.2,5.6,71.6,46.2,10.9,17.7
Norm Cook,27,2.4,1.1,0.2,37.3,52.9,9.8,-0.1
Omar Cook,22,1.7,0.6,2.1,33.3,0.0,50.0,33.3,9.0,-0.1
Quinn Cook,44,165,5.1,6.8,1.2,1.8,1.1,1.7,42.5,46.3,36.5,40.7,78.6,78.6,49.8,55.0,10.0,12.3,0.3,3.9
Tyler Cook,13,13,1.8,1.8,1.1,1.1,0.1,0.1,66.7,66.7,-,-,87.5,87.5,66.7,66.7,19.4,19.4,0.2,0.2
Charles Cooke,13,0.5,0.2,0.1,14.3,12.5,50.0,17.9,-5.1,-0.2
David Cooke,6,1.5,1.7,0.2,18.2,-,50.0,18.2,6.7,0.0
Joe Cooke,73,4.3,1.6,1.3,39.3,81.4,10.4,-0.4
Jack Cooley,23,2.9,2.4,0.3,44.9,-,57.5,44.9,15.6,0.5
Chuck Cooper,409,6.7,5.9,1.8,33.9,74.3,11.0,11.6
Duane Cooper,88,2.3,0.7,2.0,40.2,21.6,72.0,42.2,7.7,-0.5
Joe Cooper,24,4.5,4.0,0.8,50.6,-,54.3,50.6,10.5,0.3
Michael Cooper,873,8.9,3.2,4.2,46.9,34.0,83.3,50.2,12.8,52.5
Wayne Cooper,984,7.9,6.2,0.9,45.7,14.6,73.6,45.7,13.4,36.9
Tom Copa,33,1.5,1.1,0.1,55.0,-,30.8,55.0,10.7,0.2
Chris Copeland,171,5.8,1.6,0.6,42.7,36.5,75.2,51.6,12.4,2.9
Hollis Copeland,93,5.0,1.7,1.0,48.8,0.0,73.9,48.8,10.7,1.3
Lanard Copeland,33,2.7,0.5,0.4,41.8,14.3,81.3,42.3,8.2,-0.4
Tyrone Corbin,1065,9.2,4.7,1.8,45.6,29.9,79.1,46.8,13.1,56.5
Chris Corchiani,112,3.7,1.2,2.2,42.1,26.9,81.6,45.5,11.7,1.6
Ken Corley,3,0.0,-,0.0,-,-,-,0.0
Ray Corley,102,4.3,2.0,1.7,30.4,60.1,-6.9,0.9
Dave Corzine,891,8.5,5.9,1.7,48.4,18.9,74.7,48.5,13.6,37.3
Larry Costello,706,12.2,3.8,4.6,43.8,84.1,14.5,62.7
Matt Costello,4,1.0,2.3,0.5,50.0,-,-,50.0,9.7,0.1
Bryce Cotton,23,3.8,0.8,0.8,41.8,30.4,83.3,46.2,12.0,0.1
Jack Cotton,54,5.1,-,1.2,29.2,50.9,-,-1.5
James Cotton,19,2.6,0.8,0.0,35.9,0.0,77.8,35.9,12.3,0.0
John Coughran,24,2.8,0.8,0.5,35.8,22.2,57.1,37.0,6.0,-0.3
Mel Counts,789,8.3,6.0,1.4,43.5,76.4,15.3,27.7
Steve Courtin,24,4.2,0.9,0.9,40.8,81.0,6.9,0.2
Joe Courtney,96,2.8,1.5,0.3,43.3,66.7,63.3,43.7,9.7,0.3
Marcus Cousin,4,1.0,0.8,0.0,66.7,-,-,66.7,7.8,0.0
DeMarcus Cousins,565,21.2,10.9,3.2,46.1,33.2,73.7,47.9,22.4,44.1
Bob Cousy,924,18.4,5.2,7.5,37.5,80.3,19.8,91.1
Robert Covington,70,396,12.4,12.7,6.6,5.7,1.3,1.5,42.2,40.6,33.5,35.6,79.8,81.1,53.3,51.8,13.3,13.4,3.7,21.5
Dave Cowens,766,17.6,13.6,3.8,46.0,7.1,78.3,46.0,17.0,86.3
Chubby Cox,7,4.1,1.4,0.9,35.1,0.0,50.0,35.1,1.6,-0.2
Johnny Cox,73,7.8,3.8,1.9,42.1,70.4,10.3,0.5
Wesley Cox,74,4.6,2.8,0.3,41.2,51.0,8.9,0.1
Allen Crabbe,37,381,4.6,9.1,2.1,2.8,0.9,1.1,35.6,42.5,30.3,38.7,71.4,83.1,45.8,53.1,6.0,10.8,-0.1,13.7
Torrey Craig,58,172,5.4,5.3,3.3,3.4,0.8,0.8,46.1,45.1,32.6,32.0,61.1,66.0,54.5,53.1,10.8,10.4,2.0,6.0
Chris Crawford,252,6.6,2.2,0.6,43.7,34.7,82.4,46.2,12.9,6.5
Freddie Crawford,297,6.8,2.5,2.1,44.6,59.5,11.4,6.1
Jamal Crawford,1,1327,5.0,14.6,0.0,2.2,3.0,3.4,50.0,41.0,50.0,34.8,-,86.2,62.5,47.7,33.2,15.1,0.1,60.7
Joe Crawford,2,4.5,2.0,0.5,30.0,25.0,100.0,35.0,10.8,0.0
Jordan Crawford,281,12.2,2.5,3.1,41.1,31.7,82.6,46.4,14.1,6.3
Mitch Creek,5,4.2,2.4,1.2,50.0,0.0,71.4,50.0,20.2,0.2
Jim Creighton,32,1.0,1.4,0.1,27.9,43.8,5.5,-0.2
Ron Crevier,3,0.0,0.3,0.0,0.0,-,0.0,0.0,-31.7,-0.1
Hal Crisler,4,1.5,-,0.0,33.3,100.0,-,0.1
Joe Crispin,21,3.8,0.5,1.2,38.2,38.5,92.3,49.3,17.1,0.4
Charlie Criss,418,8.5,1.4,3.2,43.2,17.9,83.1,43.5,12.8,13.7
Russell Critchfield,47,3.4,0.6,1.1,36.1,0.0,65.5,36.1,7.9,0.1
Winston Crite,31,2.8,2.1,0.5,47.9,-,76.0,47.9,9.1,0.1
Javaris Crittenton,113,5.3,2.4,1.8,44.2,23.1,63.8,45.4,10.6,0.1
Dillard Crocker,154,8.8,2.2,1.3,31.6,70.6,12.8,1.8
Bobby Croft,62,5.2,3.3,0.7,36.2,0.0,65.2,36.2,9.5,-0.6
Geoff Crompton,82,1.2,1.7,0.3,37.0,-,44.2,37.0,5.6,-0.1
Terry Crosby,4,1.5,0.3,1.8,50.0,-,100.0,50.0,3.5,0.0
Austin Croshere,659,6.8,4.0,1.0,40.7,34.0,86.1,46.6,14.3,27.6
Jeff Cross,21,1.2,1.4,0.0,25.0,-,56.0,25.0,1.5,-0.1
Pete Cross,182,5.8,8.3,1.0,43.1,69.5,12.5,4.2
Russell Cross,45,3.7,1.8,0.5,57.1,-,41.8,57.1,15.3,0.8
Chink Crossin,147,4.7,-,1.5,31.8,71.1,-,3.7
John Crotty,477,4.0,1.1,2.1,43.1,38.4,83.7,48.1,12.7,12.1
Bill Crow,1,3.0,2.0,0.0,12.5,-,25.0,12.5,-12.3,-0.2
Mark Crow,15,5.6,1.8,0.5,43.8,70.0,12.8,0.2
Corey Crowder,58,2.1,0.8,0.3,36.9,38.2,70.8,42.2,7.6,0.2
Jae Crowder,65,608,10.5,9.6,5.9,4.1,2.5,1.5,40.1,42.1,34.3,34.0,77.6,77.8,52.1,51.2,12.5,12.9,3.8,32.5
Al Cueto,149,5.3,4.9,1.0,40.4,23.8,71.0,40.7,11.4,2.2
Jarrett Culver,63,63,9.2,9.2,3.4,3.4,1.7,1.7,40.4,40.4,29.9,29.9,46.2,46.2,46.2,46.2,9.6,9.6,-0.1,-0.1
Pat Cummings,683,9.6,5.6,1.2,49.7,0.0,73.7,49.7,13.3,22.6
Terry Cummings,1183,16.4,7.3,1.9,48.4,29.5,70.6,48.5,18.3,91.1
Vonteego Cummings,199,6.9,1.9,2.7,38.3,32.1,72.6,42.3,11.8,2.2
Billy Cunningham,770,21.2,10.4,4.3,45.2,26.3,73.0,45.2,20.0,78.6
Dante Cunningham,715,5.8,3.7,0.7,46.9,34.5,64.9,49.8,11.1,24.9
