Player,G,PTS,TRB,AST,FG(%),FG3(%),FT(%),eFG(%),PER,WS
Ryan Arcidiacono,58,163,4.5,5.2,1.9,2.2,1.7,2.5,40.9,43.3,39.1,37.3,71.1,82.9,53.2,53.9,9.0,10.4,1.4,5.3
Jim Ard,431,4.4,4.3,0.6,40.2,23.5,66.2,40.3,10.6,4.0
Gilbert Arenas,552,20.7,3.9,5.3,42.1,35.1,80.3,48.2,19.6,51.3
Trevor Ariza,53,1064,8.0,10.5,4.6,4.8,1.7,2.2,43.8,42.3,37.2,35.2,83.8,73.2,55.7,50.4,11.0,13.2,2.5,62.5
Paul Arizin,713,22.8,8.6,2.3,42.1,81.0,19.7,108.8
Joe Arlauckas,9,3.8,1.4,0.9,32.6,-,75.0,32.6,7.9,-0.1
B.J. Armstrong,747,9.8,1.8,3.3,47.7,42.5,85.6,51.3,14.5,45.0
Bob Armstrong,19,1.5,2.1,0.2,29.7,50.0,7.8,-0.1
Brandon Armstrong,108,2.2,0.6,0.2,35.2,33.3,60.0,39.5,4.9,-0.6
Curly Armstrong,153,6.8,2.3,2.3,29.5,69.2,-,7.1
Darrell Armstrong,840,9.2,2.7,4.0,40.9,33.4,87.1,48.0,16.3,49.8
Hilton Armstrong,292,3.0,2.6,0.3,50.1,28.6,58.2,50.2,9.9,3.9
Tate Armstrong,92,3.8,1.0,1.1,45.4,80.0,9.9,0.3
Jesse Arnelle,31,4.7,5.5,0.6,31.7,62.3,12.6,0.0
Jay Arnette,114,3.7,1.0,1.2,36.5,76.0,7.7,0.1
Bob Arnzen,111,4.0,2.0,0.3,46.5,20.0,80.0,46.6,13.6,1.4
Carlos Arroyo,569,6.6,1.7,3.1,43.8,33.8,80.6,45.9,13.4,20.1
Darrell Arthur,503,6.5,3.5,0.8,44.4,35.2,76.5,47.0,12.2,12.3
John Arthurs,11,3.2,1.3,1.5,34.3,73.3,11.3,0.0
Jamel Artis,15,5.1,2.5,1.2,39.2,27.6,58.3,44.3,6.9,0.0
Ömer Aşık,471,5.3,7.1,0.6,52.8,0.0,55.1,52.8,13.4,20.9
Vincent Askew,467,7.1,2.5,2.2,47.9,30.0,75.4,49.4,12.6,22.1
Keith Askins,486,3.8,2.9,0.8,40.1,35.5,71.7,48.3,9.2,14.5
Don Asmonga,7,0.7,0.1,0.7,13.3,100.0,-7.5,-0.3
Dick Atha,43,3.2,1.5,1.2,39.3,79.5,10.5,0.6
Chucky Atkins,696,9.9,1.7,3.4,41.2,36.4,77.2,48.9,13.1,27.9
Al Attles,711,8.9,3.5,3.5,45.1,63.2,11.3,36.5
Chet Aubuchon,30,2.2,-,0.7,25.3,54.3,-,1.2
Stacey Augmon,1001,8.0,3.2,1.6,46.9,15.2,72.8,47.0,13.7,43.8
D.J. Augustin,57,864,10.5,9.9,2.1,1.9,4.6,4.0,39.9,41.2,34.8,37.9,89.0,86.5,47.5,49.5,14.0,14.2,2.9,44.8
James Augustine,27,1.6,1.2,0.1,51.4,-,50.0,51.4,11.1,0.3
Isaac Austin,432,7.6,4.7,1.2,44.6,17.6,67.0,44.8,13.0,9.2
Johnny Austin,45,7.6,1.6,1.4,37.5,0.0,73.1,37.5,9.3,0.9
Ken Austin,7,1.7,0.4,0.1,46.2,-,-,46.2,5.6,0.0
Anthony Avent,352,5.6,4.5,0.8,40.3,0.0,68.6,40.3,8.8,0.3
Bird Averitt,366,12.1,1.9,2.9,40.5,24.9,74.3,41.2,12.5,3.9
William Avery,142,2.7,0.7,1.4,33.0,25.5,71.4,37.8,7.3,-0.9
Dennis Awtrey,733,4.8,4.6,2.0,45.9,-,65.2,45.9,10.5,22.4
Gustavo Ayón,135,4.7,4.4,1.3,53.6,0.0,50.4,53.6,14.7,5.1
Jeff Ayres,237,2.9,2.7,0.4,55.3,40.0,77.6,55.5,12.4,6.3
Deandre Ayton,38,109,18.2,17.0,11.5,10.7,1.9,1.8,54.6,57.0,23.1,17.6,75.3,74.8,54.8,57.1,20.0,20.3,3.1,9.0
Kelenna Azubuike,208,10.5,4.0,1.1,45.9,40.9,77.0,51.9,14.3,9.3
