Player,G,PTS,TRB,AST,FG(%),FG3(%),FT(%),eFG(%),PER,WS
Eric Leckner,449,4.1,3.2,0.5,50.8,0.0,66.9,50.8,9.8,6.2
Jalen Lecque,5,5,2.0,2.0,0.4,0.4,0.4,0.4,40.0,40.0,0.0,0.0,100.0,100.0,40.0,40.0,2.7,2.7,0.0,0.0
Ricky Ledo,28,3.9,1.4,0.8,33.6,37.1,76.9,39.4,7.0,-0.6
Butch Lee,96,8.1,1.4,3.2,45.0,-,76.1,45.0,13.5,2.4
Clyde Lee,742,7.7,10.3,1.1,43.2,61.4,11.9,33.5
Courtney Lee,24,811,4.5,9.6,1.3,2.6,0.5,1.7,48.8,45.1,44.7,38.8,85.7,85.3,61.6,51.8,10.8,12.2,0.7,39.3
Damion Lee,49,96,12.7,9.8,4.9,3.9,2.7,1.8,41.7,41.9,35.6,34.6,87.3,85.3,50.0,49.9,12.7,12.4,1.7,2.8
David Lee,58,6.4,3.2,0.3,44.2,33.3,85.7,44.6,17.3,1.9
David Lee,829,13.5,8.8,2.2,53.5,3.4,77.2,53.6,19.1,76.0
Dick Lee,2,0.0,0.5,0.5,-,-,-,-,30.7,0.0
Doug Lee,73,2.3,0.6,0.4,41.2,31.0,70.0,47.3,11.0,0.7
George Lee,297,7.5,4.2,0.9,37.9,73.4,12.1,6.6
Greg Lee,10,2.4,0.5,2.4,52.6,-,100.0,52.6,11.9,0.1
Keith Lee,182,6.1,4.7,1.0,45.1,16.7,74.6,45.2,12.2,3.7
Kurk Lee,48,1.4,0.6,0.7,26.8,20.0,89.3,28.9,5.6,-0.1
Malcolm Lee,36,3.9,1.8,1.4,38.2,29.4,70.3,41.9,9.5,0.4
Rock Lee,2,1.0,0.5,1.0,50.0,-,0.0,50.0,1.0,0.0
Ron Lee,448,7.3,2.7,3.8,41.6,32.1,70.5,42.3,12.4,10.7
Russ Lee,97,2.9,1.2,0.7,39.1,68.5,14.0,0.5
Ed Leede,121,7.8,2.1,1.9,33.4,71.9,-,5.8
Hank Lefkowitz,24,2.1,-,0.2,19.3,53.8,-,-0.8
Tim Legler,310,7.0,1.6,1.3,44.7,43.1,84.0,52.3,13.6,12.1
George Lehmann,376,11.9,1.6,4.5,41.8,36.5,84.1,47.1,12.8,18.6
Walt Lemon,11,9.4,2.6,3.2,43.7,50.0,71.4,45.1,14.7,0.0
Alex Len,55,467,8.0,8.0,5.8,6.3,0.9,0.8,55.5,49.5,27.1,33.3,64.8,69.0,58.0,51.2,17.7,15.3,2.5,18.0
Voshon Lenard,565,11.9,2.8,2.1,41.5,38.4,78.7,49.4,13.8,29.6
Leary Lentz,148,8.0,6.2,0.8,40.5,0.0,66.0,40.5,12.0,3.4
Gary Leonard,31,1.4,1.1,0.1,45.9,0.0,50.0,45.9,8.6,0.1
Kawhi Leonard,57,524,27.1,18.7,7.1,6.4,4.9,2.7,47.0,49.1,37.8,38.3,88.6,85.5,52.4,54.4,26.9,23.1,8.7,74.5
Meyers Leonard,51,444,6.1,5.6,5.1,3.9,1.1,0.9,50.9,48.2,41.4,39.0,64.3,81.1,62.2,56.4,10.6,12.0,2.1,15.5
Slick Leonard,426,9.9,2.9,3.3,34.9,74.5,10.2,3.8
Jim Les,321,3.8,1.2,2.9,39.7,39.6,81.8,50.1,12.4,8.1
Travis Leslie,10,1.4,0.9,0.5,35.7,-,44.4,35.7,14.6,0.1
Ronnie Lester,250,7.3,1.9,4.0,46.9,22.7,78.8,47.0,13.0,6.3
Clifford Lett,11,3.5,0.6,0.7,43.2,0.0,66.7,43.2,3.4,-0.1
Jon Leuer,377,6.4,3.8,0.8,48.4,32.8,76.7,51.5,14.5,13.2
Andrew Levane,103,4.5,1.3,2.0,31.0,63.3,-4.1,0.8
Fat Lever,752,13.9,6.0,6.2,44.7,31.0,77.1,45.5,17.8,61.2
Cliff Levingston,830,7.1,5.2,0.9,51.6,15.2,67.6,51.6,13.8,44.2
Bobby Lewis,255,5.8,2.1,2.2,38.1,71.2,9.7,1.1
Cedric Lewis,3,1.3,0.7,0.0,66.7,-,-,66.7,62.7,0.1
Freddie Lewis,95,8.4,-,1.4,31.2,76.5,-,0.7
Freddie Lewis,750,16.0,3.7,4.0,43.2,28.0,81.7,44.6,15.0,53.8
Grady Lewis,139,5.4,-,0.9,25.2,59.5,-,4.3
Martin Lewis,25,3.6,1.4,0.3,47.3,30.0,59.3,49.3,11.2,0.1
Mike Lewis,337,12.1,11.9,3.0,49.8,0.0,73.5,49.8,17.6,24.4
Quincy Lewis,159,3.6,1.3,0.6,39.7,33.3,71.0,42.9,6.7,0.8
Ralph Lewis,99,2.3,1.2,0.3,41.4,25.0,56.2,41.6,8.5,0.0
Rashard Lewis,1049,14.9,5.2,1.7,45.2,38.6,80.5,52.4,16.8,90.9
Reggie Lewis,450,17.6,4.3,2.6,48.8,20.0,82.4,49.0,17.1,38.9
Marcus Liberty,267,7.3,3.5,0.9,41.7,34.0,66.4,43.5,12.2,4.0
Todd Lichti,237,7.9,2.1,1.4,46.0,24.4,78.9,46.6,12.2,5.6
Barry Liebowitz,82,10.9,2.1,3.7,36.7,15.4,80.5,37.0,9.5,1.5
DeAndre Liggins,177,2.0,1.4,0.7,40.2,35.2,54.9,46.9,7.3,1.6
Bill Ligon,38,3.3,0.7,0.7,38.5,64.0,11.8,-0.2
Goose Ligon,434,12.8,10.9,2.1,48.7,12.5,64.3,48.8,15.9,36.1
Damian Lillard,66,615,30.0,24.2,4.3,4.2,8.0,6.5,46.3,43.7,40.1,37.3,88.8,88.9,56.3,51.6,26.9,22.0,11.6,81.9
Jeremy Lin,480,11.6,2.8,4.3,43.3,34.2,80.9,48.5,15.3,23.5
Steve Lingenfelter,10,1.0,1.6,0.5,71.4,-,0.0,71.4,3.1,0.0
Alton Lister,953,6.6,6.3,1.0,51.2,11.1,59.7,51.2,12.9,36.6
Nassir Little,48,48,3.6,3.6,2.3,2.3,0.5,0.5,43.0,43.0,23.7,23.7,63.6,63.6,47.7,47.7,9.6,9.6,0.6,0.6
Samuel Little,3,1.7,0.3,0.7,50.0,0.0,100.0,50.0,10.3,0.0
Gene Littles,450,9.0,3.3,3.0,47.6,24.0,73.8,48.0,13.5,23.4
Randy Livingston,203,3.8,1.4,2.0,40.6,35.1,77.1,42.9,10.0,2.3
Shaun Livingston,833,6.3,2.4,3.0,48.6,17.8,79.4,48.8,12.5,29.9
Ron Livingstone,117,6.3,4.7,1.9,28.6,69.2,-,2.4
Horacio Llamas Grey,28,2.1,1.3,0.2,46.9,33.3,61.1,48.0,10.0,0.0
Bobby Lloyd,125,9.0,1.8,1.8,40.7,38.5,87.2,41.5,13.9,5.3
Chuck Lloyd,14,4.7,1.8,0.4,45.1,-,66.7,45.1,17.4,0.2
Earl Lloyd,560,8.4,6.4,1.4,35.6,75.0,10.6,19.1
Lewis Lloyd,388,13.2,3.1,2.9,52.4,21.3,77.1,52.5,16.4,19.8
Scott Lloyd,372,4.6,3.0,1.0,42.5,28.6,71.8,42.6,8.5,2.5
Riney Lochmann,170,4.3,2.7,0.8,40.5,31.3,60.6,40.9,9.5,0.6
Bob Lochmueller,62,3.7,2.6,0.8,32.2,60.7,9.0,0.5
Rob Lock,20,1.5,1.6,0.2,28.1,-,80.0,28.1,5.3,-0.2
Darrell Lockhart,2,2.0,1.5,0.0,100.0,-,-,100.0,1.6,0.0
Ian Lockhart,1,4.0,0.0,0.0,100.0,-,100.0,100.0,76.3,0.0
Kevin Loder,148,5.9,2.3,1.2,46.1,26.1,69.5,46.5,11.9,2.4
Don Lofgran,209,6.1,3.9,1.0,32.9,69.2,11.7,3.1
Zach Lofton,1,0.0,0.0,0.0,0.0,0.0,-,0.0,-10.0,0.0
Henry Logan,108,11.6,3.5,2.3,46.6,14.3,70.5,46.7,13.7,5.6
John Logan,258,12.4,4.5,3.0,31.2,76.7,-,27.8
Brad Lohaus,656,5.9,2.8,1.1,44.0,36.1,73.3,49.6,12.3,15.2
Art Long,98,3.5,3.3,0.5,45.8,66.7,48.5,46.1,9.7,0.9
Grant Long,1003,9.5,6.1,1.7,46.7,28.3,76.1,47.2,13.3,60.1
John Long,893,13.6,2.8,1.9,46.7,32.2,86.2,47.2,14.2,32.0
Paul Long,80,3.9,0.8,0.8,42.9,-,76.5,42.9,14.7,0.8
Shawn Long,18,8.2,4.7,0.7,56.0,36.8,54.3,59.2,24.1,0.9
Willie Long,213,11.4,6.0,1.0,42.1,0.0,77.4,42.1,12.9,6.9
Luc Longley,567,7.2,4.9,1.5,46.2,0.0,76.0,46.2,11.8,17.5
Kevon Looney,20,224,3.4,4.4,3.3,3.7,1.0,1.0,36.7,57.0,7.1,15.0,75.0,60.1,37.3,57.4,9.4,15.4,0.0,10.3
Brook Lopez,68,785,12.0,16.8,4.6,6.4,1.5,1.5,43.5,49.4,31.4,34.1,83.6,79.3,51.1,52.0,15.0,19.6,5.5,65.6
Felipe López,249,5.8,2.4,1.0,43.2,32.7,65.9,45.1,11.5,3.1
Raül López,113,6.5,1.7,3.8,42.9,34.6,85.3,46.4,12.2,2.1
Robin Lopez,66,832,5.4,8.8,2.4,5.1,0.7,0.8,49.2,52.9,33.3,29.5,52.8,74.9,55.0,53.3,10.2,15.9,1.5,44.5
Ryan Lorthridge,37,7.4,1.9,2.7,47.5,21.4,64.8,48.2,12.9,0.4
Jim Loscutoff,511,6.2,5.6,0.7,34.5,65.3,8.3,3.4
Plummer Lott,67,2.2,1.8,0.6,29.4,58.3,4.1,-1.3
Kevin Loughery,755,15.3,3.0,3.7,41.3,80.3,13.7,29.8
Bob Love,789,17.6,5.9,1.4,42.9,80.5,14.9,50.4
Kevin Love,56,713,17.6,18.2,9.8,11.1,3.2,2.4,45.0,44.2,37.4,37.0,85.4,82.8,55.0,50.6,17.9,21.6,3.8,82.0
Stan Love,239,6.6,3.9,0.8,44.0,-,75.1,44.0,13.2,5.6
Clyde Lovellette,704,17.0,9.5,1.6,44.3,75.7,21.6,70.6
Sidney Lowe,193,2.9,1.7,3.9,36.7,13.3,76.4,37.0,10.4,3.9
Charlie Lowery,20,2.3,1.0,0.7,44.7,61.1,10.5,0.2
Kyle Lowry,58,914,19.4,14.7,5.0,4.3,7.5,6.2,41.6,42.3,35.2,36.6,85.7,80.9,51.8,50.6,17.7,18.4,7.5,94.1
Jordan Loyd,12,2.4,0.8,0.5,44.4,50.0,81.8,55.6,16.3,0.2
Al Lucas,2,1.0,-,1.0,33.3,-,-,0.0
Jerry Lucas,829,17.0,15.6,3.3,49.9,78.3,18.9,98.4
John Lucas,928,10.7,2.3,7.0,44.9,30.3,77.6,46.3,15.9,53.7
Kalin Lucas,2,1.0,1.5,0.5,0.0,0.0,100.0,0.0,8.0,0.0
Maurice Lucas,1021,14.6,9.1,2.4,47.1,14.3,76.5,47.2,16.2,69.0
John Lucas III,242,4.7,1.0,1.5,38.3,34.4,76.8,45.2,11.8,3.4
Ted Luckenbill,87,2.3,1.9,0.4,36.7,60.4,8.3,0.4
Tyronn Lue,554,8.5,1.7,3.1,43.7,39.1,82.9,49.4,13.2,19.7
Jim Luisi,31,2.9,0.8,1.1,32.6,65.9,7.6,0.0
Al Lujack,5,0.8,-,0.0,12.5,40.0,-,0.0
Phil Lumpkin,82,3.3,1.0,2.7,42.4,81.2,10.5,0.7
Ray Lumpp,300,8.2,2.2,2.2,36.6,76.7,12.6,15.5
Timothé Luwawu-Cabarrot,47,218,7.8,6.1,2.7,2.0,0.6,0.8,43.5,39.8,38.8,33.8,85.2,82.8,55.0,48.8,11.0,8.7,1.7,3.5
Tyler Lydon,26,0.9,0.7,0.2,50.0,40.0,33.3,61.1,9.1,0.2
Trey Lyles,63,351,6.4,7.4,5.7,4.2,1.1,1.1,44.6,43.3,38.7,34.1,73.3,70.8,54.1,50.2,12.6,13.1,2.2,10.3
R.B. Lynam,7,2.4,0.7,0.0,29.4,0.0,87.5,29.4,-0.2,0.0
George Lynch,774,6.6,5.0,1.4,44.6,30.6,65.2,46.2,12.8,32.3
Kevin Lynch,95,3.3,1.3,1.1,43.6,33.3,72.6,44.1,7.7,0.4
Lonnie Lynn,52,5.0,5.0,0.8,40.7,0.0,48.6,40.7,9.1,0.1
Mike Lynn,49,2.6,1.4,0.6,32.9,66.7,4.5,-0.3
