Player,G,PTS,TRB,AST,FG(%),FG3(%),FT(%),eFG(%),PER,WS
Paul Nolen,1,0.0,1.0,0.0,0.0,-,-20.3,0.0
Jeff Nordgaard,13,1.4,1.1,0.2,27.8,-,88.9,27.8,11.6,0.0
Bevo Nordmann,133,4.3,3.9,0.5,45.9,49.0,10.7,2.0
Johnny Norlander,217,8.3,1.0,1.0,32.9,67.7,-,20.5
Connie Norman,99,6.0,1.5,0.9,43.9,82.0,12.9,1.2
Ken Norman,646,13.5,6.1,2.1,48.6,31.2,56.7,50.1,14.5,27.1
Audie Norris,187,4.4,3.1,0.8,51.1,0.0,66.2,51.1,9.1,2.9
Moochie Norris,445,5.1,2.0,2.8,40.1,28.6,74.0,43.0,13.0,10.0
Sylvester Norris,17,2.4,2.5,0.4,41.9,-,66.7,41.9,3.3,-0.2
Zach Norvell,5,5,2.0,2.0,1.2,1.2,0.6,0.6,25.0,25.0,37.5,37.5,100.0,100.0,37.5,37.5,2.6,2.6,-0.1,-0.1
Willie Norwood,430,7.5,3.7,0.8,48.8,69.7,13.9,17.6
George Nostrand,221,8.2,-,0.8,30.5,53.8,-,5.6
Stan Noszka,110,6.0,-,0.6,28.0,66.7,-,2.0
Mike Novak,125,3.4,0.4,1.4,31.0,56.6,-14.6,2.2
Steve Novak,467,4.7,1.3,0.3,43.7,43.0,87.7,60.5,12.7,14.5
Jaylen Nowell,15,15,3.8,3.8,0.9,0.9,1.3,1.3,35.8,35.8,11.5,11.5,94.1,94.1,38.7,38.7,10.5,10.5,0.2,0.2
Mel Nowell,115,8.4,2.3,2.1,39.8,28.1,80.3,40.3,11.6,2.6
Dirk Nowitzki,1522,20.7,7.5,2.4,47.1,38.0,87.9,51.2,22.4,206.3
Frank Ntilikina,57,178,6.3,6.0,2.1,2.2,3.0,3.1,39.3,36.6,32.1,31.1,86.4,78.3,45.9,42.3,9.8,7.7,0.9,-0.8
Kendrick Nunn,67,67,15.3,15.3,2.7,2.7,3.3,3.3,43.9,43.9,35.0,35.0,85.0,85.0,51.4,51.4,12.9,12.9,2.0,2.0
James Nunnally,28,2.9,0.9,0.5,33.8,32.0,76.9,43.8,6.6,0.0
Jusuf Nurkić,8,318,17.6,11.8,10.3,8.1,4.0,2.0,49.5,49.2,20.0,9.6,88.6,67.3,50.5,49.2,22.6,19.2,0.9,17.3
Dennis Nutt,25,2.3,0.3,0.6,40.0,29.4,90.9,46.3,20.0,0.3
David Nwaba,20,161,5.2,6.9,2.3,3.7,0.4,1.1,52.1,49.2,42.9,34.4,66.7,66.1,60.6,52.5,14.0,12.4,0.8,5.4
Julius Nwosu,23,1.3,1.0,0.1,32.1,-,76.5,32.1,6.8,0.0
